"math.3"	"math.1"	"gender"	"social.class"	"school.id"	"normal.score.3"	"normal.score.1"
"409"	18	16	"girl"	"manual"	"32"	-1.55685	-1.28783
"410"	37	36	"girl"	"manual"	"32"	1.061502	1.551093
"411"	31	33	"girl"	"nonmanual"	"32"	-0.21688	0.988715
"412"	32	20	"girl"	"manual"	"32"	-0.04132	-0.85693
"413"	32	31	"girl"	"manual"	"32"	-0.04132	0.638187
"414"	35	31	"girl"	"manual"	"32"	0.516121	0.638187
"415"	25	23	"girl"	"manual"	"32"	-0.8897	-0.45987
"416"	34	30	"girl"	"nonmanual"	"32"	0.340451	0.454143
"417"	34	34	"girl"	"nonmanual"	"32"	0.340451	1.170603
"418"	13	11	"girl"	"nonmanual"	"32"	-2.05545	-2.04142
"419"	30	26	"girl"	"manual"	"32"	-0.37163	-0.04477
"420"	27	17	"girl"	"nonmanual"	"32"	-0.74993	-1.20903
"421"	21	14	"girl"	"manual"	"32"	-1.29576	-1.52304
"422"	19	22	"girl"	"manual"	"32"	-1.48051	-0.58831
"423"	31	30	"girl"	"manual"	"33"	-0.21688	0.454143
"424"	21	20	"girl"	"manual"	"33"	-1.29576	-0.85693
"425"	11	21	"boy"	"manual"	"33"	-2.29074	-0.72731
"426"	23	27	"boy"	"manual"	"33"	-1.08291	0.072369
"427"	30	28	"boy"	"manual"	"33"	-0.37163	0.19052
"428"	24	28	"boy"	"manual"	"33"	-0.99434	0.19052
"429"	38	34	"girl"	"manual"	"33"	1.411941	1.170603
"430"	18	19	"girl"	"manual"	"33"	-1.55685	-0.98033
"431"	24	22	"boy"	"manual"	"33"	-0.99434	-0.58831
"432"	28	27	"girl"	"manual"	"33"	-0.65516	0.072369
"433"	30	30	"boy"	"manual"	"33"	-0.37163	0.454143
"434"	32	31	"boy"	"nonmanual"	"33"	-0.04132	0.638187
"435"	23	24	"girl"	"manual"	"33"	-1.08291	-0.3277
"436"	33	33	"boy"	"manual"	"33"	0.162541	0.988715
"437"	35	27	"girl"	"manual"	"33"	0.516121	0.072369
"438"	31	29	"girl"	"nonmanual"	"33"	-0.21688	0.315018
"439"	33	32	"boy"	"manual"	"33"	0.162541	0.817817
"440"	28	31	"girl"	"nonmanual"	"33"	-0.65516	0.638187
"441"	36	34	"girl"	"manual"	"33"	0.743105	1.170603
"442"	35	35	"boy"	"manual"	"33"	0.516121	1.340924
"443"	26	24	"girl"	"manual"	"33"	-0.81301	-0.3277
"444"	21	28	"girl"	"manual"	"33"	-1.29576	0.19052
"445"	25	21	"boy"	"manual"	"33"	-0.8897	-0.72731
"446"	37	35	"girl"	"manual"	"33"	1.061502	1.340924
"447"	32	27	"boy"	"manual"	"33"	-0.04132	0.072369
"448"	33	33	"boy"	"manual"	"33"	0.162541	0.988715
"449"	37	32	"girl"	"manual"	"33"	1.061502	0.817817
"450"	37	31	"boy"	"manual"	"33"	1.061502	0.638187
"451"	30	30	"boy"	"nonmanual"	"33"	-0.37163	0.454143
"452"	33	30	"boy"	"manual"	"33"	0.162541	0.454143
"453"	28	33	"girl"	"manual"	"33"	-0.65516	0.988715
"454"	37	36	"girl"	"nonmanual"	"33"	1.061502	1.551093
"455"	32	30	"boy"	"nonmanual"	"33"	-0.04132	0.454143
"456"	27	26	"boy"	"nonmanual"	"33"	-0.74993	-0.04477
"457"	33	31	"girl"	"manual"	"33"	0.162541	0.638187
"458"	33	34	"girl"	"manual"	"33"	0.162541	1.170603
"459"	32	28	"girl"	"nonmanual"	"33"	-0.04132	0.19052
"460"	36	39	"girl"	"manual"	"33"	0.743105	2.149517
"461"	34	25	"boy"	"nonmanual"	"34"	0.340451	-0.18176
"462"	36	30	"girl"	"nonmanual"	"34"	0.743105	0.454143
"463"	23	12	"girl"	"manual"	"34"	-1.08291	-1.82051
"464"	36	26	"boy"	"manual"	"34"	0.743105	-0.04477
"465"	31	24	"girl"	"manual"	"34"	-0.21688	-0.3277
"466"	35	30	"girl"	"manual"	"34"	0.516121	0.454143
"467"	35	32	"girl"	"manual"	"34"	0.516121	0.817817
"468"	37	30	"girl"	"manual"	"34"	1.061502	0.454143
"469"	34	24	"girl"	"nonmanual"	"34"	0.340451	-0.3277
"470"	38	31	"boy"	"manual"	"34"	1.411941	0.638187
"471"	30	32	"girl"	"manual"	"34"	-0.37163	0.817817
"472"	30	17	"boy"	"nonmanual"	"34"	-0.37163	-1.20903
"473"	35	31	"girl"	"nonmanual"	"34"	0.516121	0.638187
"474"	37	33	"girl"	"manual"	"34"	1.061502	0.988715
"475"	29	19	"girl"	"manual"	"34"	-0.53192	-0.98033
"476"	39	31	"boy"	"manual"	"34"	1.802743	0.638187
"477"	32	21	"girl"	"manual"	"34"	-0.04132	-0.72731
"478"	31	22	"boy"	"manual"	"34"	-0.21688	-0.58831
"479"	36	27	"girl"	"manual"	"34"	0.743105	0.072369
"480"	36	33	"girl"	"manual"	"34"	0.743105	0.988715
"481"	34	29	"girl"	"nonmanual"	"34"	0.340451	0.315018
"482"	30	20	"girl"	"nonmanual"	"34"	-0.37163	-0.85693
"483"	30	23	"boy"	"manual"	"34"	-0.37163	-0.45987
"484"	30	20	"girl"	"manual"	"34"	-0.37163	-0.85693
"485"	37	37	"girl"	"nonmanual"	"35"	1.061502	1.794068
"486"	35	32	"girl"	"nonmanual"	"35"	0.516121	0.817817
"487"	34	36	"boy"	"manual"	"35"	0.340451	1.551093
"488"	38	37	"girl"	"nonmanual"	"35"	1.411941	1.794068
"489"	29	31	"boy"	"manual"	"35"	-0.53192	0.638187
"490"	29	34	"girl"	"nonmanual"	"35"	-0.53192	1.170603
"491"	27	30	"boy"	"nonmanual"	"35"	-0.74993	0.454143
"492"	34	33	"girl"	"manual"	"35"	0.340451	0.988715
"493"	24	19	"girl"	"nonmanual"	"35"	-0.99434	-0.98033
"494"	34	31	"boy"	"nonmanual"	"35"	0.340451	0.638187
"495"	9	19	"girl"	"nonmanual"	"35"	-2.58936	-0.98033
"496"	34	24	"girl"	"nonmanual"	"35"	0.340451	-0.3277
"497"	36	33	"girl"	"nonmanual"	"35"	0.743105	0.988715
"498"	34	30	"girl"	"manual"	"36"	0.340451	0.454143
"499"	32	20	"girl"	"manual"	"36"	-0.04132	-0.85693
"500"	37	19	"girl"	"manual"	"36"	1.061502	-0.98033
"501"	36	31	"boy"	"manual"	"36"	0.743105	0.638187
"502"	35	23	"girl"	"nonmanual"	"36"	0.516121	-0.45987
"503"	39	30	"girl"	"manual"	"36"	1.802743	0.454143
"504"	39	33	"girl"	"nonmanual"	"36"	1.802743	0.988715
"505"	32	26	"girl"	"manual"	"36"	-0.04132	-0.04477
"506"	36	35	"boy"	"manual"	"36"	0.743105	1.340924
"507"	36	28	"boy"	"manual"	"36"	0.743105	0.19052
"508"	31	19	"boy"	"nonmanual"	"36"	-0.21688	-0.98033
"509"	30	26	"girl"	"manual"	"36"	-0.37163	-0.04477
"510"	34	15	"boy"	"manual"	"36"	0.340451	-1.38448
"511"	39	26	"girl"	"manual"	"36"	1.802743	-0.04477
"512"	32	18	"boy"	"manual"	"36"	-0.04132	-1.10483
"513"	40	39	"girl"	"nonmanual"	"36"	2.429734	2.149517
"514"	35	35	"boy"	"nonmanual"	"36"	0.516121	1.340924
"515"	33	33	"boy"	"manual"	"36"	0.162541	0.988715
"516"	32	22	"girl"	"nonmanual"	"36"	-0.04132	-0.58831
"517"	37	31	"girl"	"nonmanual"	"36"	1.061502	0.638187
"518"	36	26	"girl"	"manual"	"36"	0.743105	-0.04477
"519"	32	16	"girl"	"manual"	"36"	-0.04132	-1.28783
"520"	40	36	"girl"	"manual"	"36"	2.429734	1.551093
"521"	33	32	"boy"	"manual"	"37"	0.162541	0.817817
"522"	25	19	"girl"	"manual"	"37"	-0.8897	-0.98033
"523"	31	32	"girl"	"manual"	"37"	-0.21688	0.817817
"524"	32	27	"girl"	"manual"	"37"	-0.04132	0.072369
"525"	37	31	"boy"	"nonmanual"	"37"	1.061502	0.638187
"526"	35	25	"girl"	"nonmanual"	"37"	0.516121	-0.18176
"527"	33	32	"girl"	"manual"	"37"	0.162541	0.817817
"528"	35	29	"boy"	"manual"	"37"	0.516121	0.315018
"529"	29	24	"girl"	"manual"	"37"	-0.53192	-0.3277
"530"	32	25	"girl"	"nonmanual"	"37"	-0.04132	-0.18176
"531"	36	18	"girl"	"nonmanual"	"37"	0.743105	-1.10483
"532"	32	31	"boy"	"manual"	"37"	-0.04132	0.638187
"533"	37	36	"girl"	"manual"	"37"	1.061502	1.551093
"534"	29	20	"boy"	"nonmanual"	"37"	-0.53192	-0.85693
"535"	25	20	"boy"	"manual"	"37"	-0.8897	-0.85693
"536"	34	26	"boy"	"nonmanual"	"38"	0.340451	-0.04477
"537"	35	31	"girl"	"manual"	"38"	0.516121	0.638187
"538"	32	11	"boy"	"manual"	"38"	-0.04132	-2.04142
"539"	37	21	"boy"	"manual"	"38"	1.061502	-0.72731
"540"	31	13	"girl"	"manual"	"38"	-0.21688	-1.67769
"541"	32	28	"girl"	"manual"	"38"	-0.04132	0.19052
"542"	34	17	"girl"	"manual"	"38"	0.340451	-1.20903
"543"	31	15	"boy"	"manual"	"38"	-0.21688	-1.38448
"544"	32	22	"boy"	"nonmanual"	"38"	-0.04132	-0.58831
"545"	25	23	"girl"	"nonmanual"	"39"	-0.8897	-0.45987
"546"	24	14	"girl"	"manual"	"39"	-0.99434	-1.52304
"547"	30	24	"girl"	"nonmanual"	"39"	-0.37163	-0.3277
"548"	30	25	"boy"	"manual"	"39"	-0.37163	-0.18176
"549"	29	22	"girl"	"manual"	"39"	-0.53192	-0.58831
"550"	32	26	"boy"	"manual"	"39"	-0.04132	-0.04477
"551"	32	29	"boy"	"manual"	"39"	-0.04132	0.315018
"552"	29	25	"girl"	"nonmanual"	"39"	-0.53192	-0.18176
"553"	37	33	"boy"	"manual"	"39"	1.061502	0.988715
"554"	33	25	"girl"	"manual"	"39"	0.162541	-0.18176
"555"	32	27	"girl"	"manual"	"39"	-0.04132	0.072369
"556"	32	23	"girl"	"manual"	"40"	-0.04132	-0.45987
"557"	29	22	"girl"	"manual"	"40"	-0.53192	-0.58831
"558"	29	28	"girl"	"nonmanual"	"40"	-0.53192	0.19052
"559"	36	24	"girl"	"manual"	"40"	0.743105	-0.3277
"560"	19	24	"boy"	"manual"	"40"	-1.48051	-0.3277
"561"	12	15	"boy"	"manual"	"40"	-2.16719	-1.38448
"562"	15	13	"girl"	"manual"	"40"	-1.76065	-1.67769
"563"	8	9	"girl"	"manual"	"40"	-2.77651	-2.31515
"564"	28	18	"boy"	"manual"	"40"	-0.65516	-1.10483
"565"	36	31	"girl"	"nonmanual"	"40"	0.743105	0.638187
"566"	32	21	"boy"	"manual"	"41"	-0.04132	-0.72731
"567"	36	23	"boy"	"nonmanual"	"41"	0.743105	-0.45987
"568"	37	33	"girl"	"manual"	"41"	1.061502	0.988715
"569"	29	25	"girl"	"manual"	"41"	-0.53192	-0.18176
"570"	32	25	"girl"	"manual"	"41"	-0.04132	-0.18176
"571"	30	24	"girl"	"manual"	"41"	-0.37163	-0.3277
"572"	39	30	"girl"	"nonmanual"	"41"	1.802743	0.454143
"573"	39	35	"girl"	"nonmanual"	"41"	1.802743	1.340924
"574"	36	20	"boy"	"manual"	"42"	0.743105	-0.85693
"575"	32	28	"girl"	"manual"	"42"	-0.04132	0.19052
"576"	30	31	"boy"	"manual"	"42"	-0.37163	0.638187
"577"	19	21	"boy"	"manual"	"42"	-1.48051	-0.72731
"578"	25	29	"boy"	"manual"	"42"	-0.8897	0.315018
"579"	15	24	"boy"	"manual"	"42"	-1.76065	-0.3277
"580"	34	32	"boy"	"manual"	"42"	0.340451	0.817817
"581"	22	21	"girl"	"nonmanual"	"42"	-1.17746	-0.72731
"582"	33	36	"boy"	"manual"	"42"	0.162541	1.551093
"583"	17	21	"girl"	"manual"	"42"	-1.63037	-0.72731
"584"	29	31	"boy"	"manual"	"42"	-0.53192	0.638187
"585"	31	27	"girl"	"manual"	"42"	-0.21688	0.072369
"586"	35	38	"girl"	"manual"	"42"	0.516121	1.964686
"587"	30	22	"boy"	"manual"	"42"	-0.37163	-0.58831
"588"	28	21	"girl"	"manual"	"42"	-0.65516	-0.72731
"589"	35	36	"boy"	"manual"	"42"	0.516121	1.551093
"590"	33	37	"boy"	"manual"	"42"	0.162541	1.794068
"591"	28	22	"boy"	"manual"	"42"	-0.65516	-0.58831
"592"	34	23	"boy"	"manual"	"42"	0.340451	-0.45987
"593"	19	17	"girl"	"manual"	"42"	-1.48051	-1.20903
"594"	34	30	"boy"	"manual"	"42"	0.340451	0.454143
"595"	38	30	"girl"	"manual"	"42"	1.411941	0.454143
"596"	28	14	"boy"	"manual"	"42"	-0.65516	-1.52304
"597"	30	26	"girl"	"manual"	"42"	-0.37163	-0.04477
"598"	33	13	"boy"	"nonmanual"	"42"	0.162541	-1.67769
"599"	20	19	"girl"	"manual"	"42"	-1.40267	-0.98033
"600"	37	24	"girl"	"manual"	"42"	1.061502	-0.3277
"601"	31	29	"girl"	"manual"	"44"	-0.21688	0.315018
"602"	34	32	"girl"	"manual"	"44"	0.340451	0.817817
"603"	37	33	"girl"	"manual"	"44"	1.061502	0.988715
"604"	21	15	"boy"	"manual"	"44"	-1.29576	-1.38448
"605"	17	14	"boy"	"manual"	"45"	-1.63037	-1.52304
"606"	28	24	"girl"	"nonmanual"	"45"	-0.65516	-0.3277
"607"	7	11	"girl"	"manual"	"45"	-3.20013	-2.04142
"608"	33	34	"girl"	"nonmanual"	"45"	0.162541	1.170603
"609"	24	20	"boy"	"manual"	"45"	-0.99434	-0.85693
"610"	39	39	"boy"	"nonmanual"	"45"	1.802743	2.149517
"611"	30	31	"girl"	"manual"	"45"	-0.37163	0.638187
"612"	16	5	"boy"	"manual"	"45"	-1.68477	-3.20013
"613"	36	36	"boy"	"nonmanual"	"45"	0.743105	1.551093
"614"	35	34	"girl"	"nonmanual"	"46"	0.516121	1.170603
"615"	34	24	"girl"	"manual"	"46"	0.340451	-0.3277
"616"	33	31	"boy"	"manual"	"46"	0.162541	0.638187
"617"	36	27	"girl"	"manual"	"46"	0.743105	0.072369
"618"	36	37	"boy"	"manual"	"46"	0.743105	1.794068
"619"	32	23	"boy"	"manual"	"46"	-0.04132	-0.45987
"620"	29	19	"girl"	"manual"	"46"	-0.53192	-0.98033
"621"	35	32	"girl"	"nonmanual"	"46"	0.516121	0.817817
"622"	31	25	"boy"	"manual"	"46"	-0.21688	-0.18176
"623"	38	40	"boy"	"nonmanual"	"46"	1.411941	2.589361
"624"	40	40	"boy"	"nonmanual"	"47"	2.429734	2.589361
"625"	36	32	"girl"	"manual"	"47"	0.743105	0.817817
"626"	39	24	"girl"	"manual"	"47"	1.802743	-0.3277
"627"	38	27	"girl"	"manual"	"47"	1.411941	0.072369
"628"	28	26	"girl"	"manual"	"47"	-0.65516	-0.04477
"629"	36	21	"boy"	"manual"	"47"	0.743105	-0.72731
"630"	22	21	"boy"	"manual"	"47"	-1.17746	-0.72731
"631"	31	34	"boy"	"manual"	"47"	-0.21688	1.170603
"632"	30	29	"girl"	"manual"	"47"	-0.37163	0.315018
"633"	32	36	"boy"	"manual"	"47"	-0.04132	1.551093
"634"	32	29	"boy"	"manual"	"47"	-0.04132	0.315018
"635"	36	26	"girl"	"manual"	"47"	0.743105	-0.04477
"636"	34	29	"girl"	"manual"	"47"	0.340451	0.315018
"637"	39	31	"boy"	"manual"	"47"	1.802743	0.638187
"638"	39	35	"girl"	"nonmanual"	"47"	1.802743	1.340924
"639"	38	33	"girl"	"manual"	"47"	1.411941	0.988715
"640"	33	26	"boy"	"nonmanual"	"47"	0.162541	-0.04477
"641"	35	22	"boy"	"nonmanual"	"47"	0.516121	-0.58831
"642"	33	28	"boy"	"manual"	"47"	0.162541	0.19052
"643"	37	26	"girl"	"nonmanual"	"47"	1.061502	-0.04477
"644"	36	13	"girl"	"manual"	"47"	0.743105	-1.67769
"645"	33	24	"boy"	"manual"	"47"	0.162541	-0.3277
"646"	32	18	"boy"	"manual"	"47"	-0.04132	-1.10483
"647"	35	25	"girl"	"manual"	"47"	0.516121	-0.18176
"648"	33	21	"girl"	"manual"	"47"	0.162541	-0.72731
"649"	32	26	"boy"	"manual"	"47"	-0.04132	-0.04477
"650"	22	17	"girl"	"manual"	"47"	-1.17746	-1.20903
"651"	32	32	"girl"	"manual"	"48"	-0.04132	0.817817
"652"	24	16	"girl"	"manual"	"48"	-0.99434	-1.28783
"653"	30	31	"boy"	"nonmanual"	"48"	-0.37163	0.638187
"654"	23	25	"boy"	"manual"	"48"	-1.08291	-0.18176
"655"	34	28	"boy"	"manual"	"48"	0.340451	0.19052
"656"	23	26	"girl"	"manual"	"48"	-1.08291	-0.04477
"657"	32	32	"boy"	"manual"	"48"	-0.04132	0.817817
"658"	34	30	"girl"	"manual"	"48"	0.340451	0.454143
"659"	33	22	"boy"	"manual"	"48"	0.162541	-0.58831
"660"	31	31	"boy"	"nonmanual"	"48"	-0.21688	0.638187
"661"	26	21	"girl"	"nonmanual"	"48"	-0.81301	-0.72731
"662"	31	25	"boy"	"nonmanual"	"48"	-0.21688	-0.18176
"663"	39	25	"girl"	"nonmanual"	"48"	1.802743	-0.18176
"664"	35	27	"girl"	"manual"	"48"	0.516121	0.072369
"665"	36	37	"boy"	"manual"	"48"	0.743105	1.794068
"666"	22	21	"girl"	"manual"	"48"	-1.17746	-0.72731
"667"	26	30	"boy"	"manual"	"48"	-0.81301	0.454143
"668"	19	15	"girl"	"nonmanual"	"48"	-1.48051	-1.38448
"669"	33	27	"girl"	"nonmanual"	"48"	0.162541	0.072369
"670"	38	30	"boy"	"nonmanual"	"48"	1.411941	0.454143
"671"	31	22	"girl"	"manual"	"48"	-0.21688	-0.58831
"672"	36	36	"boy"	"manual"	"48"	0.743105	1.551093
"673"	33	27	"girl"	"manual"	"48"	0.162541	0.072369
"674"	19	24	"boy"	"manual"	"48"	-1.48051	-0.3277
"675"	10	14	"boy"	"manual"	"48"	-2.46408	-1.52304
"676"	31	40	"girl"	"manual"	"48"	-0.21688	2.589361
"677"	35	32	"girl"	"nonmanual"	"48"	0.516121	0.817817
"678"	35	38	"boy"	"nonmanual"	"48"	0.516121	1.964686
"679"	34	33	"girl"	"manual"	"48"	0.340451	0.988715
"680"	34	31	"girl"	"manual"	"48"	0.340451	0.638187
"681"	31	31	"girl"	"nonmanual"	"48"	-0.21688	0.638187
"682"	28	24	"boy"	"nonmanual"	"48"	-0.65516	-0.3277
"683"	36	40	"girl"	"manual"	"48"	0.743105	2.589361
"684"	22	29	"girl"	"nonmanual"	"48"	-1.17746	0.315018
"685"	31	29	"boy"	"manual"	"48"	-0.21688	0.315018
"686"	15	24	"girl"	"nonmanual"	"48"	-1.76065	-0.3277
"687"	35	35	"girl"	"nonmanual"	"48"	0.516121	1.340924
"688"	33	32	"boy"	"nonmanual"	"48"	0.162541	0.817817
"689"	34	33	"girl"	"nonmanual"	"48"	0.340451	0.988715
"690"	14	11	"girl"	"manual"	"48"	-1.89802	-2.04142
"691"	31	28	"girl"	"manual"	"48"	-0.21688	0.19052
"692"	39	36	"boy"	"nonmanual"	"48"	1.802743	1.551093
"693"	28	24	"girl"	"manual"	"48"	-0.65516	-0.3277
"694"	34	27	"girl"	"nonmanual"	"48"	0.340451	0.072369
"695"	29	23	"girl"	"manual"	"48"	-0.53192	-0.45987
"696"	29	31	"girl"	"nonmanual"	"48"	-0.53192	0.638187
"697"	25	12	"girl"	"manual"	"48"	-0.8897	-1.82051
"698"	30	25	"girl"	"manual"	"48"	-0.37163	-0.18176
"699"	16	15	"boy"	"manual"	"48"	-1.68477	-1.38448
"700"	21	15	"boy"	"manual"	"49"	-1.29576	-1.38448
"701"	38	31	"boy"	"manual"	"49"	1.411941	0.638187
"702"	37	30	"boy"	"manual"	"49"	1.061502	0.454143
"703"	32	24	"girl"	"manual"	"49"	-0.04132	-0.3277
"704"	32	28	"girl"	"nonmanual"	"49"	-0.04132	0.19052
"705"	24	29	"girl"	"manual"	"49"	-0.99434	0.315018
"706"	33	26	"girl"	"manual"	"49"	0.162541	-0.04477
"707"	35	28	"boy"	"nonmanual"	"49"	0.516121	0.19052
"708"	12	8	"girl"	"manual"	"49"	-2.16719	-2.54304
"709"	36	34	"boy"	"manual"	"49"	0.743105	1.170603
"710"	36	23	"boy"	"nonmanual"	"49"	0.743105	-0.45987
"711"	39	35	"boy"	"nonmanual"	"49"	1.802743	1.340924
"712"	22	21	"girl"	"manual"	"49"	-1.17746	-0.72731
"713"	34	31	"boy"	"manual"	"49"	0.340451	0.638187
"714"	20	8	"girl"	"manual"	"49"	-1.40267	-2.54304
"715"	38	39	"boy"	"nonmanual"	"49"	1.411941	2.149517
"716"	39	37	"boy"	"nonmanual"	"49"	1.802743	1.794068
"717"	38	36	"boy"	"nonmanual"	"49"	1.411941	1.551093
"718"	37	32	"boy"	"manual"	"50"	1.061502	0.817817
"719"	30	18	"boy"	"manual"	"50"	-0.37163	-1.10483
"720"	25	22	"girl"	"nonmanual"	"50"	-0.8897	-0.58831
"721"	38	27	"boy"	"nonmanual"	"50"	1.411941	0.072369
"722"	28	24	"boy"	"manual"	"50"	-0.65516	-0.3277
"723"	36	26	"girl"	"nonmanual"	"50"	0.743105	-0.04477
"724"	36	11	"girl"	"manual"	"50"	0.743105	-2.04142
"725"	23	20	"girl"	"manual"	"50"	-1.08291	-0.85693
"726"	37	26	"boy"	"manual"	"50"	1.061502	-0.04477
"727"	39	35	"boy"	"nonmanual"	"50"	1.802743	1.340924
"728"	37	34	"boy"	"manual"	"50"	1.061502	1.170603
